X,Y,difficulty,Time
177.2781492,-38.41366129,Advanced,1200
170.826236,-45.34631272,Easiest,10
169.4002728,-43.80624603,"Advanced,Expert",960
176.7259072,-38.71496293,Advanced,1200
176.9023929,-39.85838826,Easiest,45
174.6294504,-36.46547246,"Easiest,Advanced",?
176.082199,-38.18631469,Advanced,120
168.5668418,-45.00450413,Easy,150
174.6821524,-38.97578423,Advanced,480
174.47424,-36.84126,Easy,40
174.4652588,-36.84250676,,150
173.2014298,-42.09420296,Advanced,?
176.2832869,-39.96495394,Easiest,105
167.5425042,-45.57469771,Advanced,105
171.4388021,-42.26327373,Easy,150
171.387958,-42.26524571,Expert,240
168.1033733,-44.70108755,Expert,540
170.0241249,-43.48463634,Easiest,30
174.3958874,-35.47320545,Advanced,120
168.903288,-44.776573,Advanced,1680
174.2736441,-41.09548344,Easy,30
174.7923137,-36.50569392,Easy,90
174.193144,-35.22168122,Easy,150
174.9141637,-36.78243191,Expert,75
174.4719984,-35.51178864,Easy,120
170.464692,-43.24497811,Expert,960
168.3565644,-44.77622902,Advanced,30
172.705294,-41.20338171,Expert,240
174.44655,-36.45021,Advanced,105
171.22407,-43.63237,Advanced,150
169.3989266,-44.08426767,Advanced,420
174.7842222,-38.92231751,Easiest,30
174.8270064,-38.90876074,Advanced,480
169.9976635,-43.49087334,Expert,540
178.0542855,-37.91284754,Advanced,420
172.8212641,-41.82715527,Advanced,300
169.2441731,-44.23503459,Advanced,300
171.398521,-43.63211637,Advanced,300
171.366957,-43.60710565,"Intermediate,Advanced",2880
174.1196,-41.08683013,Advanced,240
170.8990708,-43.54596079,Easy,30
174.0832818,-39.2878218,"Advanced,Expert",330
171.1732976,-42.81448126,Advanced,420
173.8136766,-35.75077303,Advanced,180
175.02293,-37.20805,Advanced,?
167.3810152,-45.74730919,Advanced,45
168.5355438,-45.05491841,Easy,180
173.5056117,-41.4748009,Expert,340
173.5973413,-42.29721608,"Easy,Expert",742.5
172.5354499,-43.12821582,"Easy,Advanced",?
175.4491715,-40.88101185,Intermediate,720
168.4210331,-44.85152524,"Intermediate,Advanced",112.5
174.9719147,-41.34013975,Advanced,600
168.4352389,-44.84647221,Advanced,540
174.9600265,-41.32522289,Advanced,360
176.1894163,-38.12401263,Easy,90
176.1870204,-38.12754721,Easiest,60
170.869203,-44.43331313,Advanced,150
172.5636692,-41.5232872,"Advanced,Expert",480
172.0797786,-43.24060616,Advanced,480
172.2586075,-43.18310895,Advanced,300
173.423693,-41.48115702,Expert,960
173.6925369,-41.42591451,Advanced,480
174.7150421,-36.30713854,Advanced,90-210
172.3372133,-43.17518047,Advanced,330
175.8415679,-39.1653905,Advanced,210
173.2522233,-41.59722931,Expert,330
170.0872529,-43.71916552,Advanced,240
175.3565523,-36.47737605,Easy,120
174.1167696,-35.25481168,Easy,15
171.3018697,-43.62694102,Easy,30
171.5265741,-42.40156901,Easiest,55
168.9647944,-45.15107353,Advanced,240
174.9241203,-41.34988879,Easy,45
175.9084942,-37.76051193,Advanced,360
177.160335,-38.78318342,Advanced,360
175.9785101,-37.79737147,Easy,90
176.0147802,-39.04241818,Advanced,270
177.3053539,-38.34394234,Advanced,90
172.3319627,-42.46421537,"Advanced,Expert",?
176.286926,-39.54858412,Advanced,?
175.8779473,-40.18707968,Advanced,150
176.1792669,-39.82187294,Advanced,?
176.1956974,-39.79823037,Easiest,?
167.4965809,-45.72059096,Advanced,420
174.1083856,-39.25751982,Easiest,60
174.094718,-39.27099265,Advanced,?
167.9106115,-46.86731301,Advanced,4800
175.8448043,-37.64857463,Expert,360
169.8103797,-46.4463167,Easiest,40
175.4995263,-39.3314996,Advanced,270
175.3845873,-39.37513706,Easy,270
170.1436093,-43.2290026,"Easiest,Easy",115
176.3436812,-38.01083218,Easiest,30
178.100482,-38.66446304,Easiest,30
175.5209151,-39.04176388,Easy,?
174.72678,-36.65544,Easy,?
167.1700337,-45.47892229,Advanced,180
173.7257538,-35.19478429,Advanced,60
177.1237763,-38.79588002,Advanced,120
175.123615,-38.26221999,Easy,20
176.212247,-38.7656267,Easiest,45
175.6235208,-36.72096877,Easiest,15
173.7430148,-41.12831111,Easy,60
174.0718331,-35.31995421,Easy,30
171.1798722,-43.98365418,Easy,90
175.9323466,-37.38015759,Easy,240
170.5887589,-45.75772721,Easy,60
174.074665,-35.30662035,Intermediate,150
174.9531122,-41.34192405,Easy,120
175.8976195,-38.9107737,Easy,40
169.7357219,-45.05353966,Easy,?
174.2859013,-35.76358832,Easy,150
175.2224779,-40.88257374,Easy,80
172.6926613,-43.62792428,"Easiest,Easy",150
176.2083073,-37.8897236,Easy,120
176.8299482,-39.54858359,Easiest,45
176.2466755,-37.80015673,Advanced,15
176.2466755,-37.80015673,Advanced,240
177.7000468,-38.46869898,Easy,150
172.6441112,-43.43320751,,?
173.963922,-35.21883242,Easiest,5
175.723153,-39.64795928,Easiest,10
174.0833921,-35.28901495,Easy,60
177.4613414,-38.15785525,Intermediate,390
170.2063326,-43.24879289,Easiest,30
173.8575231,-35.71514731,Easy,10
175.4310751,-36.69918958,Easiest,40
175.2325144,-40.64655285,Easiest,15
175.0473499,-41.31867498,Advanced,720
169.4732921,-46.56424565,Easy,50
172.6976719,-40.83906302,Expert,300
175.0813241,-40.87905906,Easy,90
168.1311919,-44.80484768,Advanced,240
174.5310101,-35.71572148,Easiest,?
169.6450692,-44.47461203,Advanced,540
172.8117893,-40.88719744,Easy,30
174.56917,-35.848761,Easy,180
171.4916103,-43.31770664,Expert,180
168.66593,-44.463917,Advanced,690
167.5884531,-45.58014653,Advanced,195
167.5817773,-45.59137617,Advanced,270
167.5695861,-45.60293752,Advanced,270
173.5746859,-41.2993603,"Easiest,Advanced",122.5
174.4229585,-35.43504046,Easy,105
169.0260983,-45.53895851,Advanced,225
170.1873921,-46.05418827,Easiest,45
172.3607576,-43.13593856,Advanced,180
175.2365175,-41.4482796,Easy,180
174.8626603,-38.25539436,Easiest,5
174.3900604,-36.06466969,Easy,5
175.078202,-37.95829,Advanced,720
175.0787027,-38.00993498,Advanced,300
175.127825,-37.98135,Advanced,720
175.3883534,-36.16958369,Advanced,165
175.3886712,-36.19237511,Advanced,135
175.3668192,-36.1673918,Easy,60
171.0584636,-43.5363904,Advanced,400
174.0524657,-39.26367648,Advanced,1200
174.0533159,-39.23581422,Advanced,495
174.0725242,-39.22393015,Advanced,?
171.5189652,-43.55159088,Expert,?
173.7033237,-35.23546643,Intermediate,120
175.7547087,-38.90839374,Easy,62.5
175.1884997,-40.89378064,Advanced,540
173.6083215,-35.23701604,Advanced,150
174.2566723,-35.70839912,Easy,?
174.4255217,-35.4523947,Easy,150
176.0388663,-39.83954769,Advanced,1200
176.036925,-39.81414495,Advanced,210
176.0388663,-39.83954769,Advanced,1680
168.0760632,-44.49670572,Expert,?
169.7940861,-44.36386898,"Advanced,Expert",90
173.5721816,-41.4638077,Expert,480
169.2409731,-44.99459593,Easy,30
174.0693287,-41.20518085,Easy,35
174.087409,-41.19653215,Intermediate,1920
173.9426985,-35.21424904,Easiest,10
171.6456767,-43.50876102,Easy,210
174.887143,-36.78076879,Easy,?
174.8551704,-36.80793065,Easy,60
174.8184341,-41.14690824,Easy,240
176.0262147,-39.89984404,Advanced,960
176.0075236,-39.897251,Easy,120
175.9123851,-37.89255662,Advanced,75
168.4672097,-44.69357176,Advanced,2160
176.0572817,-39.92698494,Advanced,1440
174.7277574,-38.9453906,Advanced,210
170.6221465,-43.87260263,Easy,270
177.7965618,-38.9818364,Advanced,120
175.215852,-41.16712089,Easy,180
172.9008705,-41.03283154,Easiest,10
168.7240664,-44.49415127,Easy,210
170.1782474,-43.43216391,Advanced,620
175.4497301,-40.90287589,Easy,90
167.4592865,-45.83573596,"Advanced,Expert",315
176.0202049,-40.12495673,Easiest,60
176.0916222,-38.65195516,Easy,60
176.5503668,-38.04498494,Easy,20
175.7403629,-39.02305849,Easy,120
172.2748691,-42.39662912,Advanced,330
175.6280802,-39.29012894,Advanced,2400
168.1814959,-44.7603144,Intermediate,1440
176.0990427,-39.70015898,Advanced,1920
174.4758837,-35.8618324,Easy,60
175.0774633,-38.26582858,Easiest,45
175.129978,-37.968716,"Easy,Advanced",75
177.136749,-38.73004684,Advanced,360
174.141705,-35.45304397,Easy,30
172.0697304,-43.25340791,Easy,300
170.6387815,-45.89358221,Easy,120
170.6667056,-45.89318722,Easy,150
169.2588807,-44.42802282,Advanced,210
168.2968753,-44.76338544,Advanced,360
168.5798598,-45.06307697,Easy,120
168.7105887,-45.32653362,Advanced,75
168.68132,-44.511619,Expert,360
173.3688823,-35.53550493,Easiest,15
170.4792906,-45.74787811,"Advanced,Expert",?
173.4670282,-35.50872067,Advanced,120
169.072869,-44.722126,Advanced,6300
175.2570333,-41.06577555,Advanced,240
174.5294993,-35.8546474,Easy,120
167.520578,-45.75881168,Advanced,180
167.242204,-46.24270145,"Intermediate,Advanced,Expert",1170
168.1467684,-45.33052869,Easy,?
167.88232,-46.957926,Advanced,2400
172.7814462,-41.83665787,Intermediate,120
175.571237,-36.98999731,Easiest,20
172.8725983,-41.81877236,Advanced,300
172.6242154,-42.25477546,Advanced,?
172.4917362,-42.39193556,Advanced,2400
173.7498791,-35.04839152,Easy,30
168.5885169,-43.99923084,Expert,240
172.643854,-42.37819934,Expert,360
167.492798,-45.54304181,Easy,50
175.1741573,-36.7636325,Advanced,?
171.0097292,-44.76057503,Easy,?
168.317107,-44.68877591,Advanced,540
176.1830225,-39.79232685,Easy,150
170.0896827,-45.57107006,Easiest,50
172.6565375,-41.10695497,Easy,120
176.077568,-39.9398966,Advanced,1440
172.6826219,-41.19238336,"Easy,Expert",960
173.5248501,-35.53866311,Advanced,120
167.9397005,-45.69730475,Advanced,?
171.239238,-44.08704474,Easiest,8
173.5274021,-35.60063695,Easiest,5
174.1347478,-35.89281859,Easy,65
176.8770643,-39.30155301,"Easiest,Easy",75
174.1198397,-35.24385679,Easy,15
172.6957002,-34.42912298,Easy,180
175.2636439,-40.97461729,Advanced,1440
176.5195439,-38.15950746,Easiest,20
176.5123279,-38.17410838,Easy,120
176.4644729,-38.17705883,Advanced,180
176.403595,-38.22316,Advanced,330
172.1725754,-43.07522281,Advanced,960
173.9775968,-35.13133581,Easy,50
170.1630012,-43.82164377,Advanced,150
170.2015156,-43.38714252,Easy,80
173.5023187,-34.98966447,Easiest,40
177.2910433,-38.2079337,Easy,120
175.5499106,-39.07214911,Easy,150
169.437736,-46.5795757,Easiest,20
174.9110234,-41.35288403,Easiest,30
174.9074587,-38.30969032,Advanced,270
170.1783166,-43.40853847,Easy,120
172.78462,-43.71553,"Intermediate,Advanced",1200
175.637194,-40.725553,Easy,120
175.079874,-40.87591825,Advanced,210
175.7925783,-38.81613128,Advanced,45
174.43659,-36.86727,"Easy,Intermediate",?
173.5326764,-35.60851491,Easiest,20
172.7556148,-34.45732603,Easy,210
176.4194513,-39.17812484,Intermediate,720
177.5180964,-38.83024784,Easiest,5
175.8529905,-37.59111006,Advanced,420
175.62146,-37.81400582,Advanced,210
177.3955648,-38.14926759,Advanced,120
177.385703,-38.11877588,Easy,45
170.0273194,-43.48281884,Easy,140
172.6933589,-34.47926107,Easy,180
172.6780592,-34.4458266,Easy,45
167.233984,-46.10426495,Expert,600
167.339704,-46.1213505,Advanced,600
169.8000855,-44.11694326,Advanced,?
170.184529,-43.3929529,Easiest,30
167.9503414,-44.72143622,Easiest,20
171.3440156,-42.94953921,Expert,2160
176.3301128,-38.18286335,Easiest,30
169.435318,-44.528134,Advanced,?
174.8902588,-36.59984462,"Easiest,Easy",90
170.1131962,-46.00161732,Easiest,10
171.136274,-42.98462726,"Advanced,Expert",2160
171.2470947,-42.94759433,"Advanced,Expert",1680
173.5624576,-35.67331867,Easiest,10
174.4131623,-35.44560998,Easy,90
175.7633309,-38.96790184,Easiest,20
175.5137299,-36.72093577,Easy,30
173.9757792,-36.05813313,Easy,20
177.3935388,-38.2242337,Expert,420
170.5536408,-45.90097817,Advanced,120
175.624558,-39.1458107,Intermediate,1680
175.814981,-39.00866415,Easy,150
169.5880057,-44.27401822,Advanced,210
174.1116327,-35.28444771,Easy,10
174.747782,-39.52137178,Advanced,240
175.4247904,-36.21568074,Advanced,360
172.8061652,-41.91644668,Advanced,2400
175.8076331,-39.166611,Advanced,90
170.7773311,-45.40047794,"Easy,Advanced",80
173.6484824,-35.720947,Easiest,40
175.8522956,-37.60674382,Easy,45
173.6790645,-35.65678213,Easy,?
167.9750149,-44.6652602,Expert,300
174.5407064,-35.61154894,Easy,60
173.3029231,-42.86492903,Easy,90
168.5481892,-45.06675519,Easy,150
172.6878431,-34.4898878,Advanced,300
172.7041186,-34.50823445,Easy,270
175.8435569,-36.97900715,Advanced,30
169.996176,-44.19933673,"Easy,Advanced",255
170.1278131,-44.24948984,Easy,180
168.1217481,-46.92840617,"Easiest,Easy",?
169.259597,-44.713347,Easy,380
169.9394872,-43.62380619,"Advanced,Expert",1440
175.8928309,-39.15028412,Advanced,720
174.2294041,-35.21697496,Easy,300
174.0917301,-39.2741622,Easy,105
167.7048282,-45.43801614,Easy,50
167.7130949,-45.43010561,Easy,10
176.6938405,-38.67290623,Easy,90
175.5471346,-36.83205956,Easiest,30
175.7152657,-38.70936792,Easy,210
173.7491103,-35.25370741,Easy,120
173.8643909,-41.34956801,Advanced,300
174.7264169,-38.46005247,Advanced,840
173.5341575,-35.53208291,Advanced,600
173.3842936,-35.5659683,Easy,240
174.1075,-39.31796998,Advanced,90
175.5408265,-37.02612372,Easy,150
175.7551419,-37.54766227,Advanced,210
173.4421893,-35.53021739,"Easiest,Easy",150
175.9551693,-39.13911027,Expert,?
173.7382079,-35.23012298,Advanced,960
175.9688141,-38.88315273,Easy,60
174.3527108,-35.9284592,Easy,90
174.8989912,-37.90769861,Easiest,15
169.8725393,-44.36927697,Easy,60
175.8721946,-37.73557363,"Easy,Advanced",210
175.859234,-37.51728376,Advanced,240
174.8387226,-38.8683871,Advanced,270
175.7340577,-36.74443646,Easy,87
170.3313459,-43.16040487,Easiest,20
174.8686103,-38.39478042,Easy,15
175.7820179,-37.49900904,Intermediate,585
175.8418678,-37.50695743,Advanced,240
175.289284,-40.843958,Advanced,360
175.0939536,-38.26096863,Easy,75
175.5031549,-39.33039862,Easy,80
168.6282286,-46.5550029,"Easiest,Easy",65
173.6112606,-41.42814903,Advanced,420
176.2138949,-39.75568455,Expert,?
176.2361,-39.71083786,Advanced,?
173.7382905,-35.21557034,Advanced,45
170.7334985,-43.22023736,"Advanced,Expert",1440
172.3622201,-41.4057522,"Advanced,Expert",2400
173.6349321,-35.57101649,Advanced,720
174.2836226,-35.58761694,Easy,20
172.7059724,-40.76966994,Easy,30
174.4589232,-35.49137235,Easy,?
173.6108801,-35.55701277,Advanced,120
175.8130638,-37.25155208,"Easiest,Easy",?
173.9850585,-39.30211429,Advanced,330
168.66593,-44.463917,"Intermediate,Advanced",255
176.3926899,-38.10590065,Advanced,420
169.8182508,-44.54062618,"Advanced,Expert",120
175.9334367,-38.68591289,Easy,360
176.8575316,-39.43149127,Easiest,50
174.9926057,-41.2976139,Advanced,420
175.5139004,-39.21513598,Advanced,270
175.3919067,-36.23180503,Advanced,120
175.3920994,-36.24068217,Easy,120
175.4255265,-36.24329061,Advanced,60
175.3941138,-36.22917449,Advanced,240
174.3671627,-35.36395816,Easy,?
175.13364,-37.975785,Advanced,150
175.8362812,-37.27461752,Easy,210
174.9922501,-40.9756405,"Easiest,Easy,Advanced",?
172.0382551,-43.22452623,Intermediate,720
170.4789653,-43.34880515,"Advanced,Expert",1440
177.5966034,-38.23947827,Easy,150
176.697858,-38.69727915,Easy,240
172.8315711,-41.8440485,Easy,300
171.0091276,-43.10568786,Advanced,1680
176.878546,-39.28617344,Easiest,35
176.947083,-38.01262153,Easiest,30
174.5551169,-38.86312183,Easy,480
174.0414961,-41.36874812,Easy,275
175.7150369,-36.83308426,Easiest,20
168.871212,-44.34169102,Expert,480
169.015809,-44.24852957,Advanced,420
170.5631945,-43.15244995,Easiest,30
169.419516,-44.036206,Advanced,330
175.4238619,-36.17581087,Easy,95
172.336309,-43.18403583,Easy,90
171.3481449,-42.55364769,Easy,45
170.1493843,-45.8752319,"Easy,Advanced",330
173.5314198,-35.61368091,Easiest,80
176.2644738,-39.72037491,Easy,240
172.1728613,-43.0762799,Advanced,270
175.7349757,-39.54152146,Advanced,180
175.679367,-37.055344,Intermediate,270
173.7330088,-35.01356174,Intermediate,45
175.1332153,-37.66355491,Easy,180
175.3937072,-36.18233368,Easy,210
175.689982,-37.05649884,Intermediate,720
174.1180332,-35.86863066,Advanced,150
173.8275177,-42.2360409,Advanced,360
173.8609415,-42.21528362,Easy,10
173.8484724,-42.19990538,Expert,270
176.7261257,-38.66906846,Easy,60
173.9844469,-41.88559262,Expert,180
174.1242591,-35.88049668,Advanced,210
175.1371005,-37.66270769,Easiest,60
177.3549725,-37.98740626,Easy,240
169.6800505,-45.87853868,Easy,?
169.6747116,-45.86896978,Advanced,?
169.1271723,-45.08361896,Advanced,210
175.716165,-38.56541064,Easy,60
175.6614796,-38.64802625,Easy,15
175.2937637,-41.53117798,Advanced,1200
